  0.100000E-01  0.235604E+02
  0.109699E-01  0.284807E+02
  0.120338E-01  0.337258E+02
  0.132009E-01  0.396628E+02
  0.144812E-01  0.482307E+02
  0.158857E-01  0.566391E+02
  0.174263E-01  0.690764E+02
  0.191164E-01  0.795439E+02
  0.209705E-01  0.967947E+02
  0.230043E-01  0.115451E+03
  0.252354E-01  0.135137E+03
  0.276829E-01  0.158632E+03
  0.303677E-01  0.188274E+03
  0.333129E-01  0.232418E+03
  0.365438E-01  0.265904E+03
  0.400881E-01  0.311203E+03
  0.439760E-01  0.359258E+03
  0.482411E-01  0.432391E+03
  0.529198E-01  0.506019E+03
  0.580523E-01  0.587385E+03
  0.636825E-01  0.682381E+03
  0.698588E-01  0.759927E+03
  0.766341E-01  0.928373E+03
  0.840665E-01  0.106197E+04
  0.922198E-01  0.127772E+04
  0.101164E+00  0.148365E+04
  0.110975E+00  0.171701E+04
  0.121738E+00  0.192161E+04
  0.133545E+00  0.222264E+04
  0.146497E+00  0.252314E+04
  0.160705E+00  0.282653E+04
  0.176291E+00  0.332547E+04
  0.193389E+00  0.383945E+04
  0.212145E+00  0.442889E+04
  0.232720E+00  0.482674E+04
  0.255291E+00  0.567516E+04
  0.280050E+00  0.672873E+04
  0.307211E+00  0.708471E+04
  0.337006E+00  0.810425E+04
  0.369691E+00  0.899682E+04
  0.405546E+00  0.102685E+05
  0.444878E+00  0.117934E+05
  0.488025E+00  0.130045E+05
  0.535357E+00  0.142160E+05
  0.587279E+00  0.163790E+05
  0.644236E+00  0.175266E+05
  0.706718E+00  0.189661E+05
  0.775260E+00  0.207685E+05
  0.850449E+00  0.236070E+05
  0.932930E+00  0.254456E+05
  0.102341E+01  0.283360E+05
  0.112267E+01  0.304637E+05
  0.123155E+01  0.328546E+05
  0.135099E+01  0.361202E+05
  0.148202E+01  0.402514E+05
  0.162576E+01  0.427254E+05
  0.178343E+01  0.484987E+05
  0.195640E+01  0.504538E+05
  0.214614E+01  0.538606E+05
  0.235429E+01  0.577903E+05
  0.258262E+01  0.615846E+05
  0.283310E+01  0.641086E+05
  0.310787E+01  0.704019E+05
  0.340929E+01  0.753390E+05
  0.373994E+01  0.798136E+05
  0.410266E+01  0.830466E+05
  0.450056E+01  0.878961E+05
  0.493705E+01  0.934483E+05
  0.541587E+01  0.973514E+05
  0.594113E+01  0.100994E+06
  0.651734E+01  0.109419E+06
  0.714943E+01  0.107515E+06
  0.784282E+01  0.110591E+06
  0.860346E+01  0.120564E+06
  0.943788E+01  0.125963E+06
  0.103532E+02  0.133622E+06
  0.113573E+02  0.131033E+06
  0.124588E+02  0.136875E+06
  0.136672E+02  0.145770E+06
  0.149927E+02  0.148139E+06
  0.164468E+02  0.152262E+06
  0.180419E+02  0.158155E+06
  0.197917E+02  0.162509E+06
  0.217112E+02  0.172038E+06
  0.238169E+02  0.169097E+06
  0.261268E+02  0.175566E+06
  0.286607E+02  0.178878E+06
  0.314404E+02  0.188900E+06
  0.344896E+02  0.188235E+06
  0.378346E+02  0.189375E+06
  0.415040E+02  0.189236E+06
  0.455294E+02  0.206798E+06
  0.499451E+02  0.198245E+06
  0.547890E+02  0.202141E+06
  0.601028E+02  0.207092E+06
  0.659319E+02  0.215879E+06
  0.723263E+02  0.213188E+06
  0.793410E+02  0.219891E+06
  0.870359E+02  0.216171E+06
  0.954772E+02  0.229968E+06
  0.104737E+03  0.221935E+06
  0.114895E+03  0.230705E+06
  0.126038E+03  0.229436E+06
  0.138262E+03  0.239338E+06
  0.151672E+03  0.240221E+06
  0.166382E+03  0.244771E+06
  0.182518E+03  0.236819E+06
  0.200220E+03  0.248806E+06
  0.219639E+03  0.262024E+06
  0.240940E+03  0.256069E+06
  0.264308E+03  0.262172E+06
  0.289942E+03  0.250861E+06
  0.318063E+03  0.258734E+06
  0.348910E+03  0.269252E+06
  0.382749E+03  0.267942E+06
  0.419871E+03  0.274504E+06
  0.460592E+03  0.273205E+06
  0.505263E+03  0.280266E+06
  0.554266E+03  0.274518E+06
  0.608022E+03  0.279954E+06
  0.666992E+03  0.278500E+06
  0.731681E+03  0.276998E+06
  0.802643E+03  0.285635E+06
  0.880488E+03  0.295219E+06
  0.965883E+03  0.280550E+06
  0.105956E+04  0.288674E+06
  0.116232E+04  0.293657E+06
  0.127505E+04  0.295341E+06
  0.139871E+04  0.282980E+06
  0.153437E+04  0.301027E+06
  0.168318E+04  0.299986E+06
  0.184642E+04  0.307515E+06
  0.202550E+04  0.300276E+06
  0.222195E+04  0.299666E+06
  0.243744E+04  0.297793E+06
  0.267384E+04  0.310739E+06
  0.293317E+04  0.313787E+06
  0.321764E+04  0.307716E+06
  0.352971E+04  0.300073E+06
  0.387204E+04  0.319441E+06
  0.424757E+04  0.313303E+06
  0.465953E+04  0.316137E+06
  0.511143E+04  0.314480E+06
  0.560717E+04  0.317340E+06
  0.615099E+04  0.318070E+06
  0.674754E+04  0.329224E+06
  0.740196E+04  0.323801E+06
  0.811984E+04  0.334107E+06
  0.890735E+04  0.332521E+06
  0.977124E+04  0.341396E+06
  0.107189E+05  0.329319E+06
  0.117585E+05  0.340522E+06
  0.128989E+05  0.343822E+06
  0.141499E+05  0.325817E+06
  0.155223E+05  0.344827E+06
  0.170277E+05  0.338229E+06
  0.186791E+05  0.347579E+06
  0.204907E+05  0.340651E+06
  0.224781E+05  0.353679E+06
  0.246581E+05  0.356489E+06
  0.270496E+05  0.351672E+06
  0.296730E+05  0.342987E+06
  0.325509E+05  0.371942E+06
  0.357079E+05  0.358533E+06
  0.391710E+05  0.364879E+06
  0.429700E+05  0.379265E+06
  0.471375E+05  0.388094E+06
  0.517092E+05  0.388773E+06
  0.567243E+05  0.387602E+06
  0.622257E+05  0.385486E+06
  0.682607E+05  0.400664E+06
  0.748810E+05  0.405445E+06
  0.821434E+05  0.390661E+06
  0.901102E+05  0.404698E+06
  0.988496E+05  0.418506E+06
  0.108437E+06  0.422127E+06
  0.118953E+06  0.422242E+06
  0.130490E+06  0.443909E+06
  0.143146E+06  0.442843E+06
  0.157029E+06  0.446569E+06
  0.172259E+06  0.444668E+06
  0.188965E+06  0.473489E+06
  0.207292E+06  0.477869E+06
  0.227397E+06  0.483828E+06
  0.249451E+06  0.490044E+06
  0.273644E+06  0.513345E+06
  0.300184E+06  0.516467E+06
  0.329297E+06  0.514195E+06
  0.361234E+06  0.539109E+06
  0.396269E+06  0.536767E+06
  0.434701E+06  0.566801E+06
  0.476861E+06  0.592002E+06
  0.523110E+06  0.601753E+06
  0.573844E+06  0.613733E+06
  0.629499E+06  0.642326E+06
  0.690551E+06  0.636792E+06
  0.757525E+06  0.676199E+06
  0.830994E+06  0.679870E+06
  0.911589E+06  0.720318E+06
  0.100000E+07  0.753534E+06
