  0.100000E-01  0.607537E+01
  0.109699E-01  0.728728E+01
  0.120338E-01  0.841826E+01
  0.132009E-01  0.103360E+02
  0.144812E-01  0.124957E+02
  0.158857E-01  0.149458E+02
  0.174263E-01  0.183983E+02
  0.191164E-01  0.213066E+02
  0.209705E-01  0.273427E+02
  0.230043E-01  0.320865E+02
  0.252354E-01  0.379393E+02
  0.276829E-01  0.459104E+02
  0.303677E-01  0.568622E+02
  0.333129E-01  0.673552E+02
  0.365438E-01  0.803412E+02
  0.400881E-01  0.951317E+02
  0.439760E-01  0.117811E+03
  0.482411E-01  0.135195E+03
  0.529198E-01  0.168880E+03
  0.580523E-01  0.208763E+03
  0.636825E-01  0.246728E+03
  0.698588E-01  0.287479E+03
  0.766341E-01  0.348413E+03
  0.840665E-01  0.430707E+03
  0.922198E-01  0.512408E+03
  0.101164E+00  0.606401E+03
  0.110975E+00  0.747223E+03
  0.121738E+00  0.896814E+03
  0.133545E+00  0.108188E+04
  0.146497E+00  0.132787E+04
  0.160705E+00  0.153089E+04
  0.176291E+00  0.183535E+04
  0.193389E+00  0.215147E+04
  0.212145E+00  0.268806E+04
  0.232720E+00  0.319477E+04
  0.255291E+00  0.381130E+04
  0.280050E+00  0.429870E+04
  0.307211E+00  0.534818E+04
  0.337006E+00  0.639669E+04
  0.369691E+00  0.754157E+04
  0.405546E+00  0.900790E+04
  0.444878E+00  0.104626E+05
  0.488025E+00  0.126409E+05
  0.535357E+00  0.145105E+05
  0.587279E+00  0.173196E+05
  0.644236E+00  0.195371E+05
  0.706718E+00  0.223206E+05
  0.775260E+00  0.262009E+05
  0.850449E+00  0.302304E+05
  0.932930E+00  0.338994E+05
  0.102341E+01  0.387326E+05
  0.112267E+01  0.445305E+05
  0.123155E+01  0.484166E+05
  0.135099E+01  0.509701E+05
  0.148202E+01  0.556756E+05
  0.162576E+01  0.644540E+05
  0.178343E+01  0.722664E+05
  0.195640E+01  0.744307E+05
  0.214614E+01  0.850911E+05
  0.235429E+01  0.896041E+05
  0.258262E+01  0.975734E+05
  0.283310E+01  0.100811E+06
  0.310787E+01  0.108735E+06
  0.340929E+01  0.112450E+06
  0.373994E+01  0.120026E+06
  0.410266E+01  0.129699E+06
  0.450056E+01  0.132493E+06
  0.493705E+01  0.141181E+06
  0.541587E+01  0.141741E+06
  0.594113E+01  0.151089E+06
  0.651734E+01  0.156159E+06
  0.714943E+01  0.165820E+06
  0.784282E+01  0.172153E+06
  0.860346E+01  0.178607E+06
  0.943788E+01  0.176102E+06
  0.103532E+02  0.185202E+06
  0.113573E+02  0.196780E+06
  0.124588E+02  0.199092E+06
  0.136672E+02  0.201270E+06
  0.149927E+02  0.208752E+06
  0.164468E+02  0.203215E+06
  0.180419E+02  0.213541E+06
  0.197917E+02  0.220902E+06
  0.217112E+02  0.227289E+06
  0.238169E+02  0.222017E+06
  0.261268E+02  0.237925E+06
  0.286607E+02  0.233103E+06
  0.314404E+02  0.241246E+06
  0.344896E+02  0.242192E+06
  0.378346E+02  0.250243E+06
  0.415040E+02  0.251665E+06
  0.455294E+02  0.250747E+06
  0.499451E+02  0.265945E+06
  0.547890E+02  0.263517E+06
  0.601028E+02  0.269391E+06
  0.659319E+02  0.281303E+06
  0.723263E+02  0.269502E+06
  0.793410E+02  0.279519E+06
  0.870359E+02  0.281920E+06
  0.954772E+02  0.286074E+06
  0.104737E+03  0.283457E+06
  0.114895E+03  0.292651E+06
  0.126038E+03  0.283113E+06
  0.138262E+03  0.293616E+06
  0.151672E+03  0.298919E+06
  0.166382E+03  0.302057E+06
  0.182518E+03  0.306521E+06
  0.200220E+03  0.299120E+06
  0.219639E+03  0.308194E+06
  0.240940E+03  0.307625E+06
  0.264308E+03  0.311931E+06
  0.289942E+03  0.310403E+06
  0.318063E+03  0.315165E+06
  0.348910E+03  0.322167E+06
  0.382749E+03  0.326671E+06
  0.419871E+03  0.325699E+06
  0.460592E+03  0.325751E+06
  0.505263E+03  0.322125E+06
  0.554266E+03  0.334346E+06
  0.608022E+03  0.328445E+06
  0.666992E+03  0.334052E+06
  0.731681E+03  0.350539E+06
  0.802643E+03  0.334146E+06
  0.880488E+03  0.354792E+06
  0.965883E+03  0.341225E+06
  0.105956E+04  0.339680E+06
  0.116232E+04  0.357851E+06
  0.127505E+04  0.347749E+06
  0.139871E+04  0.353726E+06
  0.153437E+04  0.353203E+06
  0.168318E+04  0.353979E+06
  0.184642E+04  0.375761E+06
  0.202550E+04  0.352524E+06
  0.222195E+04  0.358681E+06
  0.243744E+04  0.359003E+06
  0.267384E+04  0.357448E+06
  0.293317E+04  0.363375E+06
  0.321764E+04  0.370879E+06
  0.352971E+04  0.367259E+06
  0.387204E+04  0.363909E+06
  0.424757E+04  0.359099E+06
  0.465953E+04  0.384241E+06
  0.511143E+04  0.376896E+06
  0.560717E+04  0.378879E+06
  0.615099E+04  0.377347E+06
  0.674754E+04  0.375205E+06
  0.740196E+04  0.372225E+06
  0.811984E+04  0.386385E+06
  0.890735E+04  0.400894E+06
  0.977124E+04  0.389784E+06
  0.107189E+05  0.395498E+06
  0.117585E+05  0.393669E+06
  0.128989E+05  0.394776E+06
  0.141499E+05  0.410434E+06
  0.155223E+05  0.397709E+06
  0.170277E+05  0.397000E+06
  0.186791E+05  0.398411E+06
  0.204907E+05  0.399360E+06
  0.224781E+05  0.414025E+06
  0.246581E+05  0.425282E+06
  0.270496E+05  0.407213E+06
  0.296730E+05  0.410398E+06
  0.325509E+05  0.420092E+06
  0.357079E+05  0.424668E+06
  0.391710E+05  0.432267E+06
  0.429700E+05  0.428199E+06
  0.471375E+05  0.444051E+06
  0.517092E+05  0.442630E+06
  0.567243E+05  0.427539E+06
  0.622257E+05  0.444361E+06
  0.682607E+05  0.453572E+06
  0.748810E+05  0.451721E+06
  0.821434E+05  0.464539E+06
  0.901102E+05  0.484060E+06
  0.988496E+05  0.459402E+06
  0.108437E+06  0.476157E+06
  0.118953E+06  0.480315E+06
